introduction,name,urlofmajors
,,
"Soil is a mixture of organic matter, minerals, gases, liquids, and organisms that together support life. Earth's body of soil is the pedosphere, which has four important functions: it is a medium for plant growth; it is a means of water storage, supply and purification; it is a modifier of Earth's atmosphere; it is a habitat for organisms; all of which, in turn, modify the soil.The pedosphere interfaces with the lithosphere, the hydrosphere, the atmosphere, and the biosphere.[1] The term pedolith, used commonly to refer to the soil, translates to ground stone. Soil consists of a solid phase of minerals and organic matter (the soil matrix), as well as a porous phase that holds gases (the soil atmosphere) and water (the soil solution).[2][3][4] Accordingly, soils are often treated as a three-state system of solids, liquids, and gases.[5]Soil is a product of the influence of climate, relief (elevation, orientation, and slope of terrain), organisms, and its parent materials (original minerals) interacting over time.[6] It continually undergoes development by way of numerous physical, chemical and biological processes, which include weathering with associated erosion. Given its complexity and strong internal connectedness, it is considered an ecosystem by soil ecologists.[7]Most soils have a dry bulk density (density of soil taking into account voids when dry) between 1.1 and 1.6??g/cm3, while the soil particle density is much higher, in the range of 2.6 to 2.7??g/cm3.[8] Little of the soil of planet Earth is older than the Pleistocene and none is older than the Cenozoic,[9] although fossilized soils are preserved from as far back as the Archean.[10]Soil science has two basic branches of study: edaphology and pedology. Edaphology is concerned with the influence of soils on living things.[11] Pedology is focused on the formation, description (morphology), and classification of soils in their natural environment.[12] In engineering terms, soil is included in the broader concept of regolith, which also includes other loose material that lies above the bedrock, as can be found on the Moon and other celestial objects, as well.[13] Soil is also commonly referred to as earth or dirt; some scientific definitions distinguish dirt from soil by restricting the former term specifically to displaced soil.[14]",Soil,https://en.wikipedia.org/wiki/Soil
,,
This belongs to Disambiguation pages. Open it in your browser,Reliability,https://en.wikipedia.org/wiki/Reliability
,,
"Chemical reaction engineering (reaction engineering or reactor engineering) is a specialty in chemical engineering or industrial chemistry dealing with chemical reactors.  Frequently the term relates specifically to catalytic reaction systems where either a homogeneous or heterogeneous catalyst is present in the reactor.  Sometimes a reactor per se is not present by itself, but rather is integrated into a process, for example in reactive separations vessels, retorts, certain fuel cells, and photocatalytic surfaces. The issue of solvent effects on reaction kinetics is also considered as an integral part.[1]",Chemical reaction engineering,https://en.wikipedia.org/wiki/Chemical_reaction_engineering
,,
"Pulsed power is the science and technology of accumulating energy over a relatively long period of time and releasing it very quickly, thus increasing the instantaneous power.",Pulsed power,https://en.wikipedia.org/wiki/Pulsed_power
,,
"A programming language is a formal language, which comprises a set of instructions used to produce various kinds of output. Programming languages are used to create programs that implement specific algorithms.Most programming languages consist of instructions for computers, although there are programmable machines that use a limited set of specific instructions, rather than the general programming languages of modern computers. Early ones preceded the invention of the digital computer, the first probably being the automatic flute player described in the 9th century by the brothers Musa in Baghdad, during the Islamic Golden Age.[1] From the early 1800s, programs were used to direct the behavior of machines such as Jacquard looms, music boxes and player pianos.[2] However, their programs (such as a player piano's scrolls) could not produce different behavior in response to some input or condition.Thousands of different programming languages have been created, mainly in the computer field, and many more still are being created every year. Many programming languages require computation to be specified in an imperative form (i.e., as a sequence of operations to perform) while other languages use other forms of program specification such as the declarative form (i.e. the desired result is specified, not how to achieve it).The description of a programming language is usually split into the two components of syntax (form) and semantics (meaning). Some languages are defined by a specification document (for example, the C programming language is specified by an ISO Standard) while other languages (such as Perl) have a dominant implementation that is treated as a reference. Some languages have both, with the basic language defined by a standard and extensions taken from the dominant implementation being common.",Programming language,https://en.wikipedia.org/wiki/Programming_language
,,
This belongs to Disambiguation pages. Open it in your browser,Production,https://en.wikipedia.org/wiki/Production
,,
This belongs to Disambiguation pages. Open it in your browser,Plasma,https://en.wikipedia.org/wiki/Plasma
,,
This belongs to Disambiguation pages. Open it in your browser,Pavement,https://en.wikipedia.org/wiki/Pavement
,,
"In integrated circuit design, physical design is a step in the standard design cycle which follows after the circuit design. At this step, circuit representations of the components (devices and interconnects) of the design are converted into geometric representations of shapes which, when manufactured in the corresponding layers of materials, will ensure the required functioning of the components. This geometric representation is called integrated circuit layout. This step is usually split into several sub-steps, which include both design and verification and validation of the layout.[1][2]Modern day Integrated Circuit (IC) design is split up into Front-end design using HDLs, Verification, and Back-end Design or Physical Design. The next step after Physical Design is the Manufacturing process or Fabrication Process that is done in the Wafer Fabrication Houses. Fab-houses fabricate designs onto silicon dies which are then packaged into ICs.Each of the phases mentioned above has design flows associated with them. These design flows lay down the process and guide-lines/framework for that phase. Physical design flow uses the technology libraries that are provided by the fabrication houses. These technology files provide information regarding the type of silicon wafer used, the standard-cells used, the layout rules (like DRC in VLSI), etc.",Physical design (electronics),https://en.wikipedia.org/wiki/Physical_design_(electronics)
,,
"Pattern recognition is the automated recognition of patterns and regularities in data. Pattern recognition is closely related to artificial intelligence and machine learning,[1] together with applications such as data mining and knowledge discovery in databases (KDD), and is often used interchangeably with these terms. However, these are distinguished: machine learning is one approach to pattern recognition, while other approaches include hand-crafted (not learned) rules or heuristics; and pattern recognition is one approach to artificial intelligence, while other approaches include symbolic artificial intelligence.[2] A modern definition of pattern recognition is:",Pattern recognition,https://en.wikipedia.org/wiki/Pattern_recognition
,,
This belongs to Disambiguation pages. Open it in your browser,Parallel processing,https://en.wikipedia.org/wiki/Parallel_processing
,,
"In mathematics, computer science and operations research, mathematical optimization or mathematical programming, alternatively spelled optimisation, is the selection of a best element (with regard to some criterion) from some set of available alternatives.[1]In the simplest case, an optimization problem consists of maximizing or minimizing a real function by systematically choosing input values from within an allowed set and computing the value of the function. The generalization of optimization theory and techniques to other formulations constitutes a large area of applied mathematics. More generally, optimization includes finding ""best available"" values of some objective function given a defined domain (or input), including a variety of different types of objective functions and different types of domains.",Mathematical optimization,https://en.wikipedia.org/wiki/Mathematical_optimization
,,
"Nuclear engineering is the branch of engineering concerned with the application of breaking down  atomic nuclei (fission) or of combining atomic nuclei (fusion),  or with the application of other sub-atomic processes based on the principles of nuclear physics. In the sub-field of nuclear fission, it particularly includes the design, interaction, and maintenance of systems and components like nuclear reactors, nuclear power plants, or nuclear weapons. The field also includes the study of medical and other applications of radiation, particularly Ionizing radiation, nuclear safety, heat/thermodynamics transport, nuclear fuel, or other related technology (e.g.,??radioactive waste disposal) and the problems of nuclear proliferation.",Nuclear engineering,https://en.wikipedia.org/wiki/Nuclear_engineering
,,
"Nondestructive testing or non-destructive testing (NDT) is a wide group of analysis techniques used in science and technology industry to evaluate the properties of a material, component or system without causing damage.[1]
The terms nondestructive examination (NDE), nondestructive inspection (NDI), and nondestructive evaluation (NDE) are also commonly used to describe this technology.[2]
Because NDT does not permanently alter the article being inspected, it is a highly valuable technique that can save both money and time in product evaluation, troubleshooting, and research. The six most frequently used NDT methods are eddy-current, magnetic-particle, liquid penetrant, radiographic, ultrasonic, and visual testing.[3] NDT is commonly used in forensic engineering, mechanical engineering, petroleum engineering, electrical engineering, civil engineering, systems engineering, aeronautical engineering, medicine, and art.[1] Innovations in the field of nondestructive testing have had a profound impact on medical imaging, including on echocardiography, medical ultrasonography, and digital radiography. With the advent of machine learning, computer vision and data-driven techniques, nondestructive testing have been improved in different fields. [4] applied data-driven and machine learning techniques to predict damage state based solely on visual observations in infrastructures.Various national and international trade associations exist to promote the industry, knowledge about non-destructive testing, and to develop standard methods and training. These include the American Society for Nondestructive Testing, the Non-Destructive Testing Management Association, the International Committee for Non-Destructive Testing, the European Federation for Non-Destructive Testing and the British Institute of Non-Destructive Testing.NDT methods rely upon use of electromagnetic radiation, sound and other signal conversions to examine a wide variety of articles (metallic and non-metallic, food-product, artifacts and antiquities, infrastructure) for integrity, composition, or condition with no alteration of the article undergoing examination.  Visual inspection (VT), the most commonly applied NDT method, is quite often enhanced by the use of magnification, borescopes, cameras, or other optical arrangements for direct or remote viewing.  The internal structure of a sample can be examined for a volumetric inspection with penetrating radiation (RT), such as X-rays, neutrons or gamma radiation.  Sound waves are utilized in the case of ultrasonic testing (UT), another volumetric NDT method ?€? the mechanical signal (sound) being reflected by conditions in the test article and evaluated for amplitude and distance from the search unit (transducer). Another commonly used NDT method used on ferrous materials involves the application of fine iron particles (either suspended in liquid or dry powder ?€? fluorescent or colored) that are applied to a part while it is magnetized, either continually or residually.  The particles will be attracted to leakage fields of magnetism on or in the test object, and form indications (particle collection) on the object's surface, which are evaluated visually.  Contrast and probability of detection for a visual examination by the unaided eye is often enhanced by using liquids to penetrate the test article surface, allowing for visualization of flaws or other surface conditions.  This method (liquid penetrant testing) (PT) involves using dyes, fluorescent or colored (typically red), suspended in fluids and is used for non-magnetic materials, usually metals.Analyzing and documenting a nondestructive failure mode can also be accomplished using a high-speed camera recording continuously (movie-loop) until the failure is detected. Detecting the failure can be accomplished using a sound detector or stress gauge which produces a signal to trigger the high-speed camera.  These high-speed cameras have advanced recording modes to capture some non-destructive failures.[5]  After the failure the high-speed camera will stop recording.  The capture images can be played back in slow motion showing precisely what happen before, during and after the nondestructive event, image by image.",Nondestructive testing,https://en.wikipedia.org/wiki/Nondestructive_testing
,,
This belongs to Disambiguation pages. Open it in your browser,Neural network (disambiguation),https://en.wikipedia.org/wiki/Neural_network_(disambiguation)
,,
"Optics is the branch of physics which involves the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it.[1] Optics usually describes the behaviour of visible, ultraviolet, and infrared light. Because light is an electromagnetic wave, other forms of electromagnetic radiation such as X-rays, microwaves, and radio waves exhibit similar properties.[1]Most optical phenomena can be accounted for using the classical electromagnetic description of light. Complete electromagnetic descriptions of light are, however, often difficult to apply in practice. Practical optics is usually done using simplified models. The most common of these, geometric optics, treats light as a collection of rays that travel in straight lines and bend when they pass through or reflect from surfaces. Physical optics is a more comprehensive model of light, which includes wave effects such as diffraction and interference that cannot be accounted for in geometric optics. Historically, the ray-based model of light was developed first, followed by the wave model of light. Progress in electromagnetic theory in the 19th century led to the discovery that light waves were in fact electromagnetic radiation.Some phenomena depend on the fact that light has both wave-like and particle-like properties. Explanation of these effects requires quantum mechanics. When considering light's particle-like properties, the light is modelled as a collection of particles called ""photons"". Quantum optics deals with the application of quantum mechanics to optical systems.Optical science is relevant to and studied in many related disciplines including astronomy, various engineering fields, photography, and medicine (particularly ophthalmology and optometry). Practical applications of optics are found in a variety of technologies and everyday objects, including mirrors, lenses, telescopes, microscopes, lasers, and fibre optics.",Optics,https://en.wikipedia.org/wiki/Optics
,,
"Nanomedicine is the medical application of nanotechnology.[1] Nanomedicine ranges from the medical applications of nanomaterials and biological devices, to nanoelectronic biosensors, and even possible future applications of molecular nanotechnology such as biological machines. Current problems for nanomedicine involve understanding the issues related to toxicity and environmental impact of nanoscale materials (materials whose structure is on the scale of nanometers, i.e. billionths of a meter).",Nanomedicine,https://en.wikipedia.org/wiki/Nanomedicine
,,
"Nanotechnology (""nanotech"") is  manipulation of matter on an atomic, molecular, and supramolecular scale. The earliest, widespread description of nanotechnology[1][2]  referred to the particular technological goal of precisely manipulating atoms and molecules for fabrication of macroscale products, also now referred to as molecular nanotechnology. A more generalized description of nanotechnology was subsequently established by the National Nanotechnology Initiative, which defines nanotechnology as the manipulation of matter with at least one dimension sized from 1 to 100 nanometers. This definition reflects the fact that quantum mechanical effects are important at this quantum-realm scale, and so the definition shifted from a particular technological goal to a research category inclusive of all types of research and technologies that deal with the special properties of matter which occur below the given size threshold. It is therefore common to see the plural form ""nanotechnologies"" as well as ""nanoscale technologies"" to refer to the broad range of research and applications whose common trait is size. Because of the variety of potential applications (including industrial and military), governments have invested billions of dollars in nanotechnology research. Through 2012, the USA has invested $3.7 billion using its National Nanotechnology Initiative, the European Union has invested $1.2 billion, and Japan has invested $750 million.[3]Nanotechnology as defined by size is naturally very broad, including fields of science as diverse as surface science, organic chemistry, molecular biology, semiconductor physics, energy storage,[4][5] microfabrication,[6] molecular engineering, etc.[7]  The associated research and applications are equally diverse, ranging from extensions of conventional device physics to completely new approaches based upon molecular self-assembly,[8] from developing new materials with dimensions on the nanoscale to direct control of matter on the atomic scale.Scientists currently debate the future implications of nanotechnology. Nanotechnology may be able to create many new materials and devices with a vast range of applications, such as in nanomedicine, nanoelectronics, biomaterials energy production, and consumer products. On the other hand, nanotechnology raises many of the same issues as any new technology, including concerns about the toxicity and environmental impact of nanomaterials,[9] and their potential effects on global economics, as well as speculation about various doomsday scenarios. These concerns have led to a debate among advocacy groups and governments on whether special regulation of nanotechnology is warranted.",Nanotechnology,https://en.wikipedia.org/wiki/Nanotechnology
,,
"In its most basic sense, multimodality is a theory of communication and social semiotics. Multimodality describes communication practices in terms of the textual, aural, linguistic, spatial, and visual resources - or modes - used to compose messages.[1]  Where media are concerned, multimodality is the use of several modes (media) to create a single artifact. The collection of these modes, or elements, contributes to how multimodality affects different rhetorical situations, or opportunities for increasing an audience's reception of an idea or concept.  Everything from the placement of images to the organization of the content creates meaning. This is the result of a shift from isolated text being relied on as the primary source of communication, to the image being utilized more frequently in the digital age.[2]  While multimodality as an area of academic study did not gain traction until the twentieth century, all communication, literacy, and composing practices are and always have been multimodal.[3]",Multimodality,https://en.wikipedia.org/wiki/Multimodality
,,
"Nanomanufacturing is both the production of nanoscaled materials, which can be powders or fluids, and the manufacturing of parts ""bottom up"" from nanoscaled materials or ""top down"" in smallest steps for high precision, used in several technologies such as laser ablation, etching and others. Nanomanufacturing differs from molecular manufacturing, which is the manufacture of complex, nanoscale structures by means of nonbiological mechanosynthesis (and subsequent assembly).[1]The term ""nanomanufacturing"" is widely used, e.g. by the European Technology Platform MINAM[2] and the U.S. National Nanotechnology Initiative (NNI).[3] The NNI refers to the sub-domain of nanotechnology as one of its five ""priority areas.""[4] There is also a nanomanufacturing program at the U.S. National Science Foundation, through which the National Nanomanufacturing Network (NNN) has been established. The NNN is an organization that works to expedite the transition of nanotechnologies from laboratory research to production manufacturing and it does so through information exchange,[5] strategic workshops, and roadmap development.The NNI has defined nanotechnology very broadly,[6] to include a wide range of tiny structures, including those created by large and imprecise tools. However, nanomanufacturing is not defined in the NNI's recent report, Instrumentation and Metrology for Nanotechnology. In contrast, another ""priority area,"" nanofabrication, is defined as ""the ability to fabricate, by directed or self-assembly methods, functional structures or devices at the atomic or molecular level"" (p.??67). Nanomanufacturing appears to be the near-term, industrial-scale manufacture of nanotechnology-based objects, with emphasis on low cost and reliability. Many professional societies have formed Nanotechnology technical groups. The Society of Manufacturing Engineers, for example, has formed a Nanomanufacturing Technical Group to both inform members of the developing technologies and to address the organizational and IP (intellectual property) legal issues that must be addressed for broader commercialization.In 2014 the Government Accountability Office noted that America's leadership in nanotechnology was put at risk by a failure of the government to invest in preparing basic research for commercial application.[7]",Nanomanufacturing,https://en.wikipedia.org/wiki/Nanomanufacturing
,,
"Nanomaterials describe, in principle, materials of which a single unit is sized (in at least one dimension) between 1 to 1000 nanometres (10???9 meter) but usually is 1 to 100??nm  (the usual definition of nanoscale[1]).Nanomaterials research takes a materials science-based approach to nanotechnology, leveraging advances in materials metrology and synthesis which have been developed in support of microfabrication research.  Materials with structure at the nanoscale often have unique optical, electronic, or mechanical properties.[2]Nanomaterials are slowly becoming commercialized[3] and beginning to emerge as commodities.[4]",Nanomaterials,https://en.wikipedia.org/wiki/Nanomaterials
,,
"Multimedia  is content that uses a combination of different content forms such as text, audio, images, animations, video and interactive content. Multimedia contrasts with media that use only rudimentary computer displays such as text-only or traditional forms of printed or hand-produced material.Multimedia can be recorded and played, displayed, interacted with or accessed by information content processing devices, such as computerized and electronic devices, but can also be part of a live performance.  Multimedia devices are electronic media devices used to store and experience multimedia content. Multimedia is distinguished from mixed media in fine art; for example, by including audio it has a broader scope. In the early years of multimedia the term ""rich media"" was synonymous with interactive multimedia, and ""hypermedia"" was an application of multimedia.",Multimedia,https://en.wikipedia.org/wiki/Multimedia
,,
"In engineering, mathematics, physics, chemistry, bioinformatics, computational biology, meteorology and computer science, multiscale modeling  or multiscale mathematics is the field of solving problems which have important features at multiple scales of time and/or space. Important problems include multiscale modeling of fluids,[1][2] solids,[2][3] polymers,[4][5] proteins,[6][7][8][9] nucleic acids[10] as well as various physical and chemical phenomena (like adsorption, chemical reactions, diffusion).[8][11][12]",Multiscale modeling,https://en.wikipedia.org/wiki/Multiscale_modeling
,,
"In the petroleum industry, a well test is the execution of a set of planned data acquisition activities. The acquired data is analyzed to broaden the knowledge and increase the understanding of the hydrocarbon properties therein and characteristics of the underground reservoir where the hydrocarbons are trapped.The test will also provide information about the state of the particular well used to collect data. The overall objective is identifying the reservoir's capacity to produce hydrocarbons, such as oil, natural gas and condensate.Data gathered during the test period includes volumetric flow rate and pressure observed in the selected well. Outcomes of a well test, for instance flow rate data and gas oil ratio data, may support the well allocation process for an ongoing production phase, while other data about the reservoir capabilities will support reservoir management.",Well test (oil and gas),https://en.wikipedia.org/wiki/Well_test_(oil_and_gas)
,,
This List of fluid mechanics journals consists of some of the leading scientific journals related to the field of fluid mechanics.,List of fluid mechanics journals,https://en.wikipedia.org/wiki/List_of_fluid_mechanics_journals
,,
"Micro-Opto-Electro-Mechanical Systems (MOEMS) are not a special class of Micro-Electro-Mechanical Systems (MEMS) but rather the combination of  MEMS merged with Micro-optics; this involves sensing or manipulating optical signals on a very small size scale using integrated mechanical, optical, and electrical systems. MOEMS includes a wide variety of devices including optical switch, optical cross-connect, tunable VCSEL, microbolometers amongst others. These devices are usually fabricated using micro-optics and standard micromachining technologies using materials like silicon, silicon dioxide, silicon nitride and gallium arsenide.",Micro-Opto-Electro-Mechanical Systems,https://en.wikipedia.org/wiki/Micro-Opto-Electro-Mechanical_Systems
,,
"Mechanical engineering is the discipline that applies engineering, physics, engineering mathematics, and materials science principles to design, analyze, manufacture, and maintain mechanical systems.  It is one of the oldest and broadest of the engineering disciplines.The mechanical engineering field requires an understanding of core areas including mechanics, dynamics, thermodynamics, materials science, structural analysis, and electricity.  In addition to these core principles, mechanical engineers use tools such as computer-aided design (CAD), computer-aided manufacturing (CAM), and product life cycle management to design and analyze manufacturing plants, industrial equipment and machinery, heating and cooling systems, transport systems, aircraft, watercraft, robotics, medical devices, weapons, and others.  It is the branch of engineering that involves the design, production, and operation of machinery.[1][2]Mechanical engineering emerged as a field during the Industrial Revolution in Europe in the 18th century; however, its development can be traced back several thousand years around the world.  In the 19th century, developments in physics led to the development of mechanical engineering science. The field has continually evolved to incorporate advancements; today mechanical engineers are pursuing developments in such areas as composites, mechatronics, and nanotechnology.  It also overlaps with aerospace engineering, metallurgical engineering, civil engineering, electrical engineering, manufacturing engineering, chemical engineering, industrial engineering, and other engineering disciplines to varying amounts.  Mechanical engineers may also work in the field of biomedical engineering, specifically with biomechanics, transport phenomena, biomechatronics, bionanotechnology, and modeling of biological systems.",Mechanical engineering,https://en.wikipedia.org/wiki/Mechanical_engineering
,,
"Aerospace (or aeronautical) engineering can be studied at the bachelors, masters and Ph.D. levels in aerospace engineering departments at many universities, and in mechanical engineering departments at others.Institution names are followed by accreditation where applicable.  The Accreditation Board for Engineering and Technology (ABET) accredits 2 institutions in Turkey while the others are in United States of America.",List of aerospace engineering schools,https://en.wikipedia.org/wiki/List_of_aerospace_engineering_schools
,,
"Operations research, or operational research in British usage,  is a discipline that deals with the application of advanced analytical methods to help make better decisions.[1] Further, the term 'operational analysis' is used in the British (and some British Commonwealth) military as an intrinsic part of capability development, management and assurance.  In particular, operational analysis forms part of the Combined Operational Effectiveness and Investment Appraisals (COEIA), which support British defense capability acquisition decision-making.It is often considered to be a sub-field of applied mathematics.[2]  The terms management science and decision science are sometimes used as synonyms.[3]Employing techniques from other mathematical sciences, such as mathematical modeling, statistical analysis, and mathematical optimization, operations research arrives at optimal or near-optimal solutions to complex decision-making problems. Because of its emphasis on human-technology interaction and because of its focus on practical applications, operations research has overlap with other disciplines, notably industrial engineering and operations management, and draws on psychology and organization science. Operations research is often concerned with determining the maximum (of profit, performance, or yield) or minimum (of loss, risk, or cost) of some real-world objective. Originating in military efforts before World War II, its techniques have grown to concern problems in a variety of industries.[4]",Operations research,https://en.wikipedia.org/wiki/Operations_research
,,
"Mass transfer is the net movement of mass from one location, usually meaning  stream, phase, fraction or component, to another. Mass transfer occurs in many processes, such as absorption, evaporation, drying, precipitation, membrane filtration, and distillation. Mass transfer is used by different scientific disciplines for different processes and mechanisms. The phrase is commonly used in engineering for physical processes that involve diffusive and convective transport of chemical species within physical systems.Some common examples of mass transfer processes are the evaporation of water from a pond to the atmosphere, the purification of blood in the kidneys and liver, and the distillation of alcohol. In industrial processes, mass transfer operations include separation of chemical components in distillation columns, absorbers such as scrubbers or stripping, adsorbers such as activated carbon beds, and liquid-liquid extraction. Mass transfer is often coupled to additional transport processes, for instance in industrial cooling towers. These towers couple heat transfer to mass transfer by allowing hot water to flow in contact with air. The water is cooled by expelling some of its content in the form of water vapour.",Mass transfer,https://en.wikipedia.org/wiki/Mass_transfer
,,
This page about an IT-related or software-related company or corporation is a stub.,Material,https://en.wikipedia.org/wiki/Material
,,
"Machine learning is a field of computer science that uses statistical techniques to give computer systems the ability to ""learn"" (e.g., progressively improve performance on a specific task) with data, without being explicitly programmed.[2]The name machine learning was coined in 1959 by Arthur Samuel.[1] Machine learning explores the study and construction of algorithms that can learn from and make predictions on data[3] ?€? such algorithms overcome following strictly static program instructions by making data-driven predictions or decisions,[4]:2 through building a model from sample inputs. Machine learning is employed in a range of computing tasks where designing and programming explicit algorithms with good performance is difficult or infeasible; example applications include email filtering, detection of network intruders, and computer vision.Machine learning is closely related to (and often overlaps with) computational statistics, which also focuses on prediction-making through the use of computers. It has strong ties to mathematical optimization, which delivers methods, theory and application domains to the field. Machine learning is sometimes conflated with data mining,[5] where the latter subfield focuses more on exploratory data analysis and is known as unsupervised learning.[6][7]Within the field of data analytics, machine learning is a method used to devise complex models and algorithms that lend themselves to prediction; in commercial use, this is known as predictive analytics. These analytical models allow researchers, data scientists, engineers, and analysts to ""produce reliable, repeatable decisions and results"" and uncover ""hidden insights"" through learning from historical relationships and trends in the data.[8]",Machine learning,https://en.wikipedia.org/wiki/Machine_learning
,,
"Manufacturing is the production of merchandise for use or sale using labor and machines, tools, chemical and biological processing, or formulation. The term may refer to a range of human activity, from handicraft to high tech, but is most commonly applied to industrial production, in which raw materials are transformed into finished goods on a large scale. Such finished goods may be sold to other manufacturers for the production of other, more complex products, such as aircraft, household appliances, furniture, sports equipment or automobiles, or sold to wholesalers, who in turn sell them to retailers, who then sell them to end users and consumers.Manufacturing engineering or manufacturing process are the steps through which raw materials are transformed into a final product. The manufacturing process begins with the product design, and materials specification from which the product is made. These materials are then modified through manufacturing processes to become the required part.Modern manufacturing includes all intermediate processes required in the production and integration of a product's components. Some industries, such as semiconductor and steel manufacturers use the term fabrication instead.The manufacturing sector is closely connected with engineering and industrial design. Examples of major manufacturers in North America include General Motors Corporation, General Electric, Procter & Gamble, General Dynamics, Boeing, Pfizer, and Precision Castparts. Examples in Europe include Volkswagen Group, Siemens, FCA  and Michelin. Examples in Asia include Toyota, Yamaha, Panasonic, LG, Samsung and Tata Motors.",Manufacturing,https://en.wikipedia.org/wiki/Manufacturing
,,
"Logistics is generally the detailed organization and implementation of a complex operation. In a general business sense, logistics is the management of the flow of things between the point of origin and the point of consumption in order to meet requirements of customers or corporations. The resources managed in logistics can include physical items such as food, materials, animals, equipment, and liquids; as well as intangible items, such as time and information. The logistics of physical items usually involves the integration of information flow, materials handling, production, packaging, inventory, transportation, warehousing, and often security.In military science, logistics is concerned with maintaining army supply lines while disrupting those of the enemy, since an armed force without resources and transportation is defenseless. Military logistics was already practiced in the ancient world and as modern military have a significant need for logistics solutions, advanced implementations have been developed. In military logistics, logistics officers manage how and when to move resources to the places they are needed.Logistics management is the part of supply chain management that plans, implements, and controls the efficient, effective forward, and reverse flow and storage of goods, services, and related information between the point of origin and the point of consumption in order to meet customer's requirements. The complexity of logistics can be modeled, analyzed, visualized, and optimized by dedicated simulation software. The minimization of the use of resources is a common motivation in all logistics fields. A professional working in the field of logistics management is called a logistician.",Logistics,https://en.wikipedia.org/wiki/Logistics
,,
"Lean manufacturing or lean production, often simply ""lean"", is a systematic method for waste minimization (""Muda"") within a manufacturing system without sacrificing productivity.  Lean also takes into account waste created through overburden (""Muri"") and waste created through unevenness in work loads (""Mura""). Working from the perspective of the client who consumes a product or service, ""value"" is any action or process that a customer would be willing to pay for.Lean manufacturing makes obvious what adds value, by reducing everything else (which is not adding value). This management philosophy is derived mostly from the Toyota Production System (TPS) and identified as ""lean"" only in the 1990s.[1][page??needed], [2] TPS is renowned for its focus on reduction of the original Toyota seven wastes to improve overall customer value, but there are varying perspectives on how this is best achieved. The steady growth of Toyota, from a small company to the world's largest automaker,[3] has focused attention on how it has achieved this success.",Lean manufacturing,https://en.wikipedia.org/wiki/Lean_manufacturing
,,
"A laser is a device that emits light through a process of optical amplification based on the stimulated emission of electromagnetic radiation. The term ""laser"" originated as an acronym for ""light amplification by stimulated emission of radiation"".[1][2]  The first laser was built in 1960 by Theodore H. Maiman at Hughes Research Laboratories, based on theoretical work by Charles Hard Townes and Arthur Leonard Schawlow.A laser differs from other sources of light in that it emits light coherently, spatially and temporally. Spatial coherence allows a laser to be focused to a tight spot, enabling applications such as laser cutting and lithography. Spatial coherence also allows a laser beam to stay narrow over great distances (collimation), enabling applications such as laser pointers. Lasers can also have high temporal coherence, which allows them to emit light with a very narrow spectrum, i.e., they can emit a single color of light. Temporal coherence can be used to produce pulses of light as short as a femtosecond.Among their many applications, lasers are used in optical disk drives, laser printers, and barcode scanners; DNA sequencing instruments, fiber-optic and free-space optical communication; laser surgery and skin treatments; cutting and welding materials; military and law enforcement devices for marking targets and measuring range and speed; and laser lighting displays in entertainment.",Laser,https://en.wikipedia.org/wiki/Laser
,,
"Law is a system of rules that are created and enforced through social or governmental institutions to regulate behavior.[2] Law is a system that regulates and ensures that individuals or a community adhere to the will of the state. State-enforced laws can be made by a collective legislature or by a single legislator, resulting in statutes, by the executive through decrees and regulations, or established by judges through precedent, normally in common law jurisdictions. Private individuals can create legally binding contracts, including arbitration agreements that may elect to accept alternative arbitration to the normal court process. The formation of laws themselves may be influenced by a constitution, written or tacit, and the rights encoded therein. The law shapes politics, economics, history and society in various ways and serves as a mediator of relations between people.A general distinction can be made between (a) civil law jurisdictions, in which a legislature or other central body codifies and consolidates their laws, and (b) common law systems, where judge-made precedent is accepted as binding law. Historically, religious laws played a significant role even in settling of secular matters, and is still used in some religious communities. Islamic Sharia law is the world's most widely used religious law, and is used as the primary legal system in some countries, such as Iran and Saudi Arabia.[3]The adjudication of the law is generally divided into two main areas. Criminal law deals with conduct that is considered harmful to social order and in which the guilty party may be imprisoned or fined. Civil law (not to be confused with civil law jurisdictions above) deals with the resolution of lawsuits (disputes) between individuals or organizations.[4]Law provides a source of scholarly inquiry into legal history, philosophy, economic analysis and sociology. Law also raises important and complex issues concerning equality, fairness, and justice.",Law,https://en.wikipedia.org/wiki/Law
,,
"The word Infrastructure refers to the fundamental facilities and systems serving a country, city, or other area,[1] including the services and facilities necessary for its economy to function.[2] Infrastructure is composed of public and private physical improvements such as roads, bridges, tunnels, water supply, sewers, electrical grids, telecommunications (including Internet connectivity and broadband speeds). In general, it has also been defined as ""the physical components of interrelated systems providing commodities and services essential to enable, sustain, or enhance societal living conditions.""[3]",Infrastructure,https://en.wikipedia.org/wiki/Infrastructure
,,
